t,x(t),z(t),v_x(t),v_z(t),a_x(t),a_z(t) (added)
549.8941,7.84396,-3.15091,0.03499481,0.02420942,0.03006354,0.02795205
549.9141,7.844668,-3.150418,0.03541105,0.02460346,0.02793933,0.02647582
549.9341,7.845385,-3.149919,0.03579946,0.02497561,0.02579079,0.02497742
549.9542,7.846107,-3.149412,0.03615429,0.02532759,0.02362221,0.02345755
549.9742,7.846837,-3.148899,0.03648068,0.02565707,0.02143359,0.02191836
549.9942,7.847572,-3.14838,0.0367743,0.02596444,0.01922779,0.02036058
550.0142,7.848313,-3.147855,0.03703626,0.02624946,0.01700625,0.01878562
550.0342,7.849058,-3.147324,0.03726634,0.02651188,0.01477039,0.01719492
550.0543,7.849807,-3.146789,0.03746436,0.02675148,0.01252308,0.01558991
550.0743,7.85056,-3.14625,0.03763016,0.02696805,0.01026575,0.01397202
550.0943,7.851315,-3.145707,0.03776361,0.02716211,0.007999828,0.01234196
550.1143,7.852072,-3.14516,0.03786462,0.02733077,0.005728182,0.01070261
550.1343,7.852832,-3.144612,0.03797441,0.02743057,0.003449379,0.009056817
550.1544,7.853592,-3.144061,0.03801131,0.02755415,0.001169145,0.007403867
550.1744,7.854352,-3.143507,0.03801553,0.02765481,-0.00111109,0.005744478
550.1944,7.855112,-3.142953,0.03798712,0.02773035,-0.003389894,0.004080795
550.2144,7.85587,-3.142397,0.03792613,0.02778275,-0.005665835,0.002413535
550.2344,7.856627,-3.141841,0.0378326,0.02781128,-0.007936051,0.0007448435
550.2545,7.857381,-3.141285,0.03770662,0.02781592,-0.01019911,-0.0009238481
550.2745,7.858132,-3.140729,0.03754698,0.02779737,-0.01245215,-0.002591824
550.2945,7.85888,-3.140174,0.03735786,0.02775362,-0.01469374,-0.004256939
550.3145,7.859622,-3.13962,0.03713405,0.02768739,-0.01692101,-0.005918475
550.3345,7.86036,-3.139068,0.03688251,0.02759608,-0.01913397,-0.007574288
550.3546,7.861092,-3.138518,0.03659536,0.02748177,-0.02132976,-0.009222946
550.3746,7.861817,-3.137971,0.03627826,0.02734458,-0.02350694,-0.01086373
550.3946,7.862536,-3.137428,0.03592879,0.02718261,-0.02566265,-0.0124945
550.4146,7.863247,-3.136888,0.03555132,0.02699803,-0.02779545,-0.01411454
550.4346,7.86395,-3.136352,0.03514214,0.02679033,-0.02990393,-0.0157217
550.4547,7.864644,-3.135821,0.03470298,0.02656038,-0.03198665,-0.01731527
550.4747,7.865329,-3.135295,0.03423284,0.02630702,-0.03404073,-0.01889381
550.4947,7.866004,-3.134774,0.03373621,0.02603049,-0.03606477,-0.02045589
550.5147,7.866668,-3.134259,0.03320949,0.02573237,-0.03805732,-0.02200009
550.5347,7.867321,-3.133751,0.03265449,0.02541226,-0.04001696,-0.02352497
550.5547,7.867962,-3.13325,0.03207169,0.02507044,-0.04194082,-0.02502911
550.5748,7.868592,-3.132755,0.03146162,0.02470789,-0.0438289,-0.02651178
550.5948,7.869208,-3.132269,0.0308248,0.0243229,-0.04567834,-0.02797084
550.6148,7.869812,-3.13179,0.0301618,0.02391851,-0.04748772,-0.02940629
550.6348,7.870401,-3.13132,0.02947321,0.02349238,-0.0492556,-0.03081599
550.6548,7.870977,-3.13086,0.02880644,0.02300291,-0.05098342,-0.03219636
550.6749,7.871538,-3.130409,0.02806866,0.0225379,-0.05266688,-0.03354882
550.6949,7.872085,-3.129968,0.02730832,0.02205371,-0.05430598,-0.03487196
550.7149,7.872615,-3.129537,0.0265221,0.02155138,-0.05589644,-0.03616505
550.7349,7.873129,-3.129117,0.02571475,0.02102932,-0.05743826,-0.03742667
550.7549,7.873627,-3.128707,0.02488698,0.02049068,-0.05893143,-0.03865609
550.775,7.874107,-3.128308,0.02403544,0.01993391,-0.06037311,-0.0398519
550.795,7.874571,-3.127921,0.02316628,0.01936017,-0.06176327,-0.04101337
550.815,7.875016,-3.127546,0.02227485,0.01876928,-0.06309909,-0.04213908
550.835,7.875443,-3.127182,0.02136597,0.01816377,-0.06438053,-0.04322901
550.855,7.875852,-3.126832,0.02044044,0.01754215,-0.06560619,-0.04428176
550.8751,7.876242,-3.126493,0.01949501,0.01690494,-0.06677607,-0.04529588
550.8951,7.876613,-3.126168,0.01853452,0.01625474,-0.06788729,-0.04627137
550.9151,7.876964,-3.125856,0.01755985,0.01558939,-0.0689413,-0.04720681
550.9351,7.877295,-3.125558,0.01656774,0.01491218,-0.06993525,-0.04810148
550.9551,7.877607,-3.125274,0.01556311,0.01422166,-0.07086911,-0.04895467
550.9752,7.877898,-3.125003,0.01454548,0.0135191,-0.07174148,-0.04976567
550.9952,7.878168,-3.124747,0.01351709,0.01280512,-0.07255234,-0.05053374
551.0152,7.878417,-3.124506,0.01247477,0.01208032,-0.07330028,-0.05125819
551.0352,7.878646,-3.124279,0.01142481,0.01134466,-0.07398529,-0.05193902
551.0552,7.878853,-3.124067,0.01036407,0.01060079,-0.07460737,-0.05257478
551.0753,7.879039,-3.12387,0.009293454,0.009847335,-0.07516509,-0.05316549
551.0953,7.879204,-3.123688,0.008216579,0.009085609,-0.07565847,-0.05371043
551.1153,7.879346,-3.123522,0.007133023,0.008316269,-0.07608605,-0.0542096
551.1353,7.879467,-3.123371,0.006043721,0.007539292,-0.07644785,-0.05466156
551.1553,7.879566,-3.123236,0.004950969,0.006757386,-0.0767453,-0.05506705
551.1754,7.879643,-3.123116,0.003852984,0.005969185,-0.07697697,-0.05542533
551.1954,7.879698,-3.123013,0.002750701,0.005175363,-0.07714143,-0.05573569
551.2154,7.879731,-3.122926,0.001649134,0.004378635,-0.07724009,-0.05599815
551.2354,7.879742,-3.122854,0.0005438235,0.003577654,-0.07727299,-0.05621269
551.2554,7.879731,-3.122798,-0.0005588963,0.002773785,-0.07724009,-0.05637931
551.2755,7.879698,-3.122759,-0.001663484,0.001967706,-0.07714,-0.05649731
551.2955,7.879642,-3.122736,-0.002764935,0.001160116,-0.07697411,-0.05656668
551.3155,7.879565,-3.122729,-0.003862307,0.0003517084,-0.07674244,-0.05658813
551.3355,7.879466,-3.122738,-0.004958715,-0.0004575145,-0.07644499,-0.05656024
551.3555,7.879345,-3.122763,-0.006047824,-0.001264816,-0.07608176,-0.05648444
551.3755,7.879202,-3.122805,-0.007132742,-0.002071541,-0.07565418,-0.05636001
551.3956,7.879038,-3.122862,-0.008212562,-0.002876325,-0.0751608,-0.05618766
551.4156,7.878852,-3.122936,-0.00928229,-0.003678476,-0.07460451,-0.05596668
551.4356,7.878645,-3.123026,-0.01034508,-0.004477311,-0.07398386,-0.05569779
551.4556,7.878417,-3.123131,-0.01140002,-0.005272141,-0.07330028,-0.0553817
551.4756,7.878169,-3.123252,-0.01244352,-0.006062972,-0.07255377,-0.0550177
551.4957,7.877899,-3.123389,-0.01347467,-0.006847091,-0.07174577,-0.05460721
551.5157,7.877609,-3.123542,-0.01449666,-0.00762654,-0.07087626,-0.05414952
551.5357,7.877299,-3.12371,-0.01550321,-0.008397944,-0.06994668,-0.05364607
551.5557,7.876969,-3.123893,-0.01649887,-0.009163352,-0.06895703,-0.05309612
551.5757,7.87662,-3.124091,-0.01747737,-0.0099194,-0.06790874,-0.05250112
551.5958,7.876251,-3.124305,-0.0184433,-0.01066815,-0.06680181,-0.05186106
551.6158,7.875863,-3.124533,-0.01939041,-0.01140625,-0.06563909,-0.05117667
551.6358,7.875456,-3.124776,-0.02032331,-0.01213511,-0.06441914,-0.05044864
551.6558,7.875031,-3.125033,-0.02123579,-0.01285409,-0.06314485,-0.0496777
551.6758,7.874589,-3.125304,-0.02213112,-0.01356124,-0.06181762,-0.04886385
551.6959,7.874129,-3.125589,-0.02300721,-0.01425594,-0.06043747,-0.04800851
551.7159,7.873652,-3.125888,-0.02386465,-0.01493896,-0.0590058,-0.04711241
551.7359,7.873158,-3.1262,-0.02469867,-0.0156097,-0.05752407,-0.04617554
551.7559,7.872647,-3.126525,-0.02551394,-0.01626558,-0.0559937,-0.04520004
551.7759,7.872121,-3.126864,-0.02630439,-0.01690872,-0.05441611,-0.04418521
551.796,7.87158,-3.127214,-0.02707473,-0.01753589,-0.05279132,-0.04313318
551.816,7.871023,-3.127578,-0.0278189,-0.01814923,-0.05112216,-0.04204395
551.836,7.870452,-3.127952,-0.02854032,-0.01874553,-0.04941008,-0.04091968
551.856,7.869868,-3.128339,-0.02923839,-0.01932698,-0.0476565,-0.03976035
551.876,7.869269,-3.128737,-0.02990982,-0.01989107,-0.04586142,-0.03856669
551.8961,7.868659,-3.129145,-0.03055401,-0.02043729,-0.04402915,-0.03734085
551.9161,7.868035,-3.129565,-0.03117449,-0.02096721,-0.04215823,-0.0360828
551.9361,7.8674,-3.129994,-0.03176533,-0.02147837,-0.04025297,-0.034794
551.9561,7.866753,-3.130434,-0.03233141,-0.02197098,-0.03831336,-0.03347587
551.9761,7.866096,-3.130883,-0.03286824,-0.02244464,-0.03634084,-0.03212912
551.9962,7.865428,-3.131341,-0.03337531,-0.02289825,-0.03433826,-0.0307552
552.0162,7.864751,-3.131807,-0.03385628,-0.02333346,-0.03230706,-0.02935551
552.0362,7.864065,-3.132282,-0.03430533,-0.02374789,-0.03024866,-0.02793079
552.0562,7.86337,-3.132765,-0.0347275,-0.02414185,-0.02816451,-0.02648245
552.0762,7.862668,-3.133255,-0.03511701,-0.02451499,-0.02605745,-0.02501122
552.0963,7.861958,-3.133753,-0.03547759,-0.02486701,-0.02392893,-0.02351925
552.1163,7.861242,-3.134257,-0.03580896,-0.02519761,-0.02178036,-0.02200724
552.1363,7.860519,-3.134767,-0.03610814,-0.02550649,-0.01961319,-0.02047664
552.1563,7.859792,-3.135283,-0.03637486,-0.02579274,-0.0174317,-0.01892957
552.1763,7.85906,-3.135804,-0.03661297,-0.02605813,-0.01523446,-0.01736605
552.1964,7.858324,-3.13633,-0.03681688,-0.0263011,-0.01302578,-0.0157875
552.2164,7.857584,-3.13686,-0.03699183,-0.0265194,-0.01080564,-0.0141968
552.2364,7.856841,-3.137395,-0.03713361,-0.0267176,-0.008576918,-0.01259321
552.2564,7.856096,-3.137933,-0.0372421,-0.0268901,-0.006342466,-0.0109796
552.2764,7.85535,-3.138474,-0.03731995,-0.02704151,-0.004103719,-0.009357413
552.2964,7.854602,-3.139017,-0.03736711,-0.027169,-0.001862109,-0.007727352
552.3165,7.853855,-3.139562,-0.03738084,-0.02727381,0.0003809333,-0.006090852
552.3365,7.853107,-3.14011,-0.0373625,-0.02735385,0.002622544,-0.004449342
552.3565,7.852361,-3.140658,-0.0373121,-0.02741106,0.004861293,-0.00280497
552.3765,7.851616,-3.141207,-0.03722971,-0.02744474,0.007095748,-0.001158452
552.3965,7.850874,-3.141756,-0.03711406,-0.02745554,0.009321615,0.000488782
552.4166,7.850135,-3.142304,-0.03697069,-0.02744144,0.01154033,0.002135301
552.4366,7.849398,-3.142852,-0.03683244,-0.027358,0.01375045,0.003776812
552.4566,7.848666,-3.143398,-0.03662403,-0.02729812,0.01594768,0.005414745
552.4766,7.847938,-3.143942,-0.03638419,-0.02721488,0.01813061,0.00704767
552.4966,7.847216,-3.144484,-0.03611321,-0.02710899,0.02029779,0.008674156
552.5167,7.846499,-3.145024,-0.03581133,-0.02697917,0.02244636,0.01029277
552.5367,7.84579,-3.14556,-0.03547882,-0.02682555,0.0245749,0.01190209
552.5567,7.845088,-3.146093,-0.03511599,-0.0266503,0.02668196,0.01350138
552.5767,7.844393,-3.146622,-0.03472314,-0.02645086,0.0287647,0.01508852
552.5967,7.843707,-3.147147,-0.03430064,-0.02622943,0.0308231,0.01666206
552.6168,7.84303,-3.147666,-0.03384886,-0.02598624,0.03285432,0.01822129
552.6368,7.842363,-3.148181,-0.03336683,-0.02572012,0.03485548,0.01976478
552.6568,7.841706,-3.14869,-0.03286041,-0.02543133,0.03682658,0.02129039
552.6768,7.841059,-3.149192,-0.03232194,-0.02512145,0.0387662,0.02279739
552.6968,7.840424,-3.149688,-0.03175728,-0.02479146,0.04067147,0.02428507
552.7169,7.839801,-3.150177,-0.03116558,-0.02443758,0.04254097,0.0257513
552.7369,7.83919,-3.150658,-0.03054738,-0.02406417,0.04437327,0.02719535
552.7569,7.838592,-3.151131,-0.02990455,-0.02367022,0.04616692,0.02861578
552.7769,7.838007,-3.151597,-0.02923363,-0.02325606,0.04792051,0.03001118
552.7969,7.837437,-3.152053,-0.02853923,-0.02282274,0.04963261,0.03138082
552.817,7.83688,-3.1525,-0.02782197,-0.0223686,0.05130178,0.03272256
552.837,7.836339,-3.152938,-0.02707842,-0.02189675,0.05292659,0.03403641
552.857,7.835812,-3.153366,-0.02631328,-0.02140491,0.05450563,0.03532021
552.877,7.835301,-3.153784,-0.02552585,-0.02089619,0.05603744,0.03657396
552.897,7.834807,-3.154192,-0.02471684,-0.02036902,0.05752062,0.03779624
552.9171,7.834329,-3.154588,-0.02388559,-0.01982453,0.05895372,0.03898561
552.9371,7.833869,-3.154974,-0.02303687,-0.01926319,0.06033532,0.04014136
552.9571,7.833425,-3.155347,-0.02216873,-0.01868481,0.06166542,0.04126206
552.9771,7.833,-3.155709,-0.02127922,-0.01809193,0.06294116,0.04234771
552.9971,7.832592,-3.156059,-0.02037452,-0.01748302,0.06416398,0.04339689
553.0172,7.832203,-3.156396,-0.01944998,-0.01685861,0.065331,0.04440815
553.0372,7.831832,-3.156719,-0.0185531,-0.01617764,0.06644367,0.04537865
553.0572,7.83148,-3.15703,-0.0175978,-0.01552566,0.06749912,0.0463098
553.0772,7.831147,-3.157327,-0.01662902,-0.01486193,0.06849737,0.04720161
553.0972,7.830834,-3.157611,-0.01564358,-0.01418289,0.06943554,0.04805266
553.1172,7.830542,-3.157881,-0.0146464,-0.01349385,0.07031363,0.04886223
553.1373,7.830269,-3.158137,-0.01363836,-0.01279205,0.07113166,0.0496296
553.1573,7.830017,-3.158378,-0.01261626,-0.01208078,0.07188818,0.05035405
553.1773,7.829785,-3.158605,-0.01158638,-0.01135864,0.07258321,0.05103559
553.1973,7.829574,-3.158818,-0.01054421,-0.01062691,0.07321531,0.05167351
553.2173,7.829384,-3.159016,-0.009496046,-0.009885557,0.07378448,0.05226636
553.2374,7.829216,-3.159199,-0.00843875,-0.009137917,0.07429072,0.05281488
553.2574,7.829068,-3.159366,-0.007373215,-0.008379903,0.07473262,0.05331763
553.2774,7.828942,-3.159518,-0.006304415,-0.007616894,0.07511158,0.0537746
553.2974,7.828837,-3.159655,-0.005227854,-0.006846849,0.07542477,0.05418509
553.3174,7.828754,-3.159777,-0.004149868,-0.006071108,0.0756736,0.0545491
553.3375,7.828693,-3.159883,-0.003065983,-0.005289658,0.07585665,0.05486661
553.3575,7.828654,-3.159973,-0.001982533,-0.004505192,0.07597534,0.05513693
553.3775,7.828636,-3.160047,-0.0008963957,-0.003716361,0.07602969,0.05536006
553.3975,7.82864,-3.160105,0.0001915183,-0.002923836,0.07601824,0.05553526
553.4175,7.828665,-3.160148,0.001276216,-0.002130331,0.07594245,0.05566327
553.4376,7.828712,-3.160175,0.002362175,-0.001334494,0.07580087,0.05574337
553.4576,7.828781,-3.160186,0.003444416,-0.0005376842,0.07559352,0.05577555
553.4776,7.828872,-3.16018,0.004521989,0.0002600894,0.07532181,0.05575982
553.4976,7.828984,-3.160159,0.005596682,0.001056118,0.07498574,0.05569617
553.5176,7.829117,-3.160122,0.006666229,0.00185174,0.07458675,0.05558533
553.5377,7.829271,-3.160069,0.007731083,0.00264561,0.07412341,0.05542657
553.5577,7.829447,-3.16,0.008787625,0.003437716,0.07359571,0.0552199
553.5777,7.829644,-3.159916,0.009834939,0.00422535,0.07300652,0.05496673
553.5977,7.829861,-3.159816,0.0108762,0.005009874,0.07235439,0.05466638
553.6177,7.8301,-3.1597,0.01190646,0.005790616,0.07163934,0.05431882
553.6378,7.830358,-3.159569,0.01292482,0.006564876,0.07086422,0.05392478
553.6578,7.830637,-3.159422,0.01393312,0.007334015,0.07002904,0.05348497
553.6778,7.830935,-3.15926,0.01493053,0.008096708,0.06913377,0.05299939
553.6978,7.831254,-3.159083,0.01591347,0.008852975,0.06817845,0.05246803
553.7178,7.831591,-3.158891,0.01688109,0.009600137,0.0671659,0.05189234
553.7379,7.831948,-3.158684,0.01783528,0.01034026,0.06609614,0.05127159
553.7579,7.832324,-3.158463,0.01877523,0.01107001,0.06496917,0.05060721
553.7779,7.832717,-3.158227,0.01969608,0.01179078,0.06378783,0.04989992
553.7979,7.833129,-3.157977,0.02060244,0.01250129,0.06255215,0.04914972
553.8179,7.833559,-3.157713,0.02148815,0.01320093,0.06126354,0.04835804
553.838,7.834006,-3.157435,0.02235785,0.01388977,0.05992199,0.04752487
553.858,7.83447,-3.157144,0.02320539,0.01456588,0.05853037,0.04665094
553.878,7.834951,-3.156839,0.02403547,0.01522868,0.05708868,0.04573767
553.898,7.835448,-3.156522,0.02484331,0.01587962,0.05559836,0.04478505
553.918,7.83596,-3.156191,0.02562824,0.01651613,0.05406081,0.04379382
553.938,7.836488,-3.155848,0.02639362,0.01713765,0.05247749,0.04276538
553.9581,7.837031,-3.155493,0.02713343,0.01774501,0.0508498,0.04170119
553.9781,7.837588,-3.155127,0.0278524,0.01833769,0.0491792,0.04060123
553.9981,7.838159,-3.154748,0.0285459,0.01891451,0.0474671,0.03946622
554.0181,7.838743,-3.154359,0.0292147,0.01947294,0.04571493,0.03829831
554.0381,7.83934,-3.153959,0.0298582,0.02001724,0.04392413,0.03709677
554.0582,7.839949,-3.153548,0.03047588,0.02054154,0.04209613,0.03586448
554.0782,7.84057,-3.153127,0.03106721,0.02105011,0.04023235,0.03460142
554.0982,7.841203,-3.152696,0.03163034,0.02153916,0.03833422,0.03330904
554.1182,7.841846,-3.152256,0.03216746,0.02201028,0.03640461,0.03198875
554.1382,7.8425,-3.151807,0.03267816,0.02246309,0.03444351,0.03064128
554.1583,7.843163,-3.151349,0.03315794,0.02289584,0.0324538,0.02926735
554.1783,7.843836,-3.150882,0.03361178,0.02330883,0.03043689,0.02786908
554.1983,7.844516,-3.150409,0.03403392,0.02370172,0.02839565,0.02644721
554.2183,7.845205,-3.149927,0.03442942,0.02407485,0.02633007,0.02500245
554.2383,7.845901,-3.149438,0.03479388,0.0244252,0.02424303,0.02353694
554.2584,7.846603,-3.148943,0.03512836,0.02475653,0.02213595,0.0220514
554.2784,7.847311,-3.148442,0.03543258,0.02506584,0.02001026,0.02054725
554.2984,7.848026,-3.147935,0.03570629,0.0253529,0.0178674,0.01902594
554.3184,7.848745,-3.147422,0.0359479,0.02561879,0.01571022,0.01748888
554.3384,7.849468,-3.146905,0.03616127,0.0258633,0.01354016,0.0159368
554.3585,7.850195,-3.146383,0.03634082,0.02608488,0.01136008,0.01437184
554.3785,7.850925,-3.145858,0.03649184,0.02628402,0.009169982,0.01279472
554.3985,7.851657,-3.145328,0.03660878,0.02646055,0.006974154,0.01120686
554.4185,7.852392,-3.144797,0.03673629,0.02657142,0.004769741,0.009612568
554.4385,7.853127,-3.144263,0.03679258,0.02670296,0.002562463,0.008010402
554.4586,7.853864,-3.143727,0.03681722,0.02681162,0.0003537536,0.006401797
554.4786,7.8546,-3.143189,0.03681025,0.02689725,-0.001854956,0.004788182
554.4986,7.855335,-3.142649,0.0367717,0.02696045,-0.004060804,0.003170275
554.5186,7.856069,-3.142109,0.03670161,0.02699913,-0.006262357,0.001550221
554.5386,7.856801,-3.141569,0.03660006,0.02701531,-0.008458186,-7.054805E-05
554.5587,7.857531,-3.141029,0.03646713,0.02700829,-0.01064686,-0.001691318
554.5787,7.858257,-3.140489,0.03630294,0.02697809,-0.01282551,-0.00330994
554.5987,7.858979,-3.139951,0.03610631,0.02692475,-0.01499128,-0.004925702
554.6187,7.859696,-3.139414,0.03588146,0.02684831,-0.01714417,-0.006536455
554.6387,7.860409,-3.138879,0.03562456,0.02674952,-0.01928131,-0.008141484
554.6588,7.861115,-3.138346,0.03533719,0.02662645,-0.02140128,-0.009739358
554.6788,7.861816,-3.137817,0.03502095,0.02648123,-0.02350265,-0.01132793
554.6988,7.862509,-3.13729,0.03467209,0.02631402,-0.02558254,-0.0129072
554.7188,7.863195,-3.136768,0.03429496,0.02612291,-0.02763953,-0.01447431
554.7388,7.863873,-3.13625,0.03388856,0.02591011,-0.0296722,-0.01602854
554.7589,7.864542,-3.135736,0.0334546,0.02567583,-0.0316791,-0.01756918
554.7789,7.865201,-3.135228,0.0329894,0.0254189,-0.03365881,-0.01909408
554.7989,7.865851,-3.134725,0.03249744,0.02513957,-0.03560847,-0.02060252
554.8189,7.866491,-3.134228,0.03197778,0.02484011,-0.03752664,-0.02209307
554.8389,7.867119,-3.133738,0.0314309,0.02451806,-0.0394119,-0.02356431
554.8589,7.867736,-3.133254,0.03085729,0.02417576,-0.04126282,-0.0250148
554.879,7.868341,-3.132778,0.0302588,0.02381349,-0.04307796,-0.02644383
554.899,7.868934,-3.132309,0.0296319,0.02342956,-0.04485589,-0.02784925
554.919,7.869514,-3.131849,0.02898118,0.023027,-0.04659376,-0.02923106
554.939,7.87008,-3.131397,0.02834822,0.02256421,-0.04829443,-0.03058497
554.959,7.870634,-3.130955,0.02764909,0.0221222,-0.04995359,-0.03191242
554.9791,7.871172,-3.130522,0.0269264,0.02166204,-0.05156841,-0.03321196
554.9991,7.871696,-3.130098,0.02618222,0.02118205,-0.05313887,-0.03448289
555.0191,7.872204,-3.129684,0.02541312,0.02068534,-0.05466355,-0.03572377
555.0391,7.872696,-3.129281,0.02462384,0.02017034,-0.05614102,-0.0369339
555.0591,7.873173,-3.128888,0.02381369,0.01963814,-0.05756985,-0.03811183
555.0792,7.873632,-3.128507,0.0229834,0.01908923,-0.0589486,-0.03925686
555.0992,7.874075,-3.128136,0.02213368,0.01852408,-0.06027585,-0.04036827
555.1192,7.8745,-3.127777,0.02126662,0.01794316,-0.0615516,-0.04144463
555.1392,7.874908,-3.12743,0.02037892,0.017347,-0.06277443,-0.04248522
555.1592,7.875298,-3.127096,0.01947539,0.0167361,-0.06394289,-0.04348934
555.1793,7.875669,-3.126774,0.01855682,0.01611031,-0.06505558,-0.04445555
555.1993,7.876021,-3.126464,0.01761996,0.01547221,-0.06611247,-0.04538384
555.2193,7.876354,-3.126168,0.01667101,0.01482032,-0.06711215,-0.0462728
555.2393,7.876668,-3.125885,0.0157054,0.01415588,-0.06805462,-0.04712242
555.2593,7.876963,-3.125615,0.014728,0.01347946,-0.06893844,-0.04793128
555.2794,7.877238,-3.125359,0.0137383,0.01279096,-0.0697622,-0.04869865
555.2994,7.877492,-3.125117,0.01273852,0.012093,-0.07052588,-0.04942454
555.3194,7.877727,-3.124889,0.01172682,0.01138349,-0.0712295,-0.05010751
555.3394,7.877941,-3.124676,0.01070405,0.01066506,-0.07187162,-0.05074686
555.3594,7.878135,-3.124477,0.009675151,0.009938336,-0.07245224,-0.05134329
555.3795,7.878307,-3.124293,0.008635605,0.009202586,-0.07296993,-0.05189539
555.3995,7.878459,-3.124124,0.007591709,0.008459119,-0.07342613,-0.05240314
555.4195,7.87859,-3.12397,0.006538948,0.007707892,-0.07381797,-0.05286513
555.4395,7.8787,-3.123831,0.005482285,0.00695159,-0.07414688,-0.05328206
555.4595,7.878788,-3.123707,0.004421277,0.006188832,-0.07441145,-0.05365322
555.4796,7.878855,-3.123599,0.003358191,0.005420946,-0.07461309,-0.05397861
555.4996,7.878901,-3.123506,0.002291226,0.004648583,-0.07475038,-0.05425751
555.5196,7.878925,-3.123428,0.001221296,0.003872409,-0.07482331,-0.05448993
555.5396,7.878929,-3.123366,0.0001533733,0.003093091,-0.07483332,-0.05467586
555.5596,7.87891,-3.12332,-0.0009170434,0.002310611,-0.07477754,-0.0548146
555.5797,7.87887,-3.12329,-0.00198362,0.001527001,-0.07465886,-0.05490614
555.5997,7.878809,-3.123275,-0.003050855,0.0007429274,-0.0744758,-0.05495048
555.6197,7.878727,-3.123276,-0.004112435,-4.227876E-05,-0.07422983,-0.05494833
555.6397,7.878624,-3.123292,-0.005172861,-0.0008279651,-0.0739195,-0.05489828
555.6597,7.8785,-3.123324,-0.006227171,-0.001611414,-0.07354625,-0.05480173
555.6797,7.878354,-3.123372,-0.007275814,-0.002393991,-0.07311007,-0.05465799
555.6998,7.878188,-3.123436,-0.008316544,-0.003174348,-0.07261097,-0.05446776
555.7198,7.878001,-3.123515,-0.009351166,-0.003952499,-0.07205038,-0.05423033
555.7398,7.877793,-3.123609,-0.01037881,-0.004725746,-0.07142828,-0.05394714
555.7598,7.877565,-3.123719,-0.0113959,-0.005496135,-0.07074469,-0.05361746
555.7798,7.877317,-3.123844,-0.01240291,-0.006260305,-0.07000103,-0.05324201
555.7999,7.877049,-3.123985,-0.01339762,-0.007020301,-0.0691973,-0.05282079
555.8199,7.876762,-3.12414,-0.01438325,-0.007772776,-0.06833493,-0.05235451
555.8399,7.876455,-3.124311,-0.01535491,-0.008519785,-0.06741391,-0.05184318
555.8599,7.876129,-3.124496,-0.01631176,-0.009257983,-0.06643569,-0.05128751
555.8799,7.875783,-3.124696,-0.01725703,-0.009988767,-0.06540024,-0.05068821
555.9,7.87542,-3.12491,-0.01818452,-0.01071084,-0.06430902,-0.05004601
555.92,7.875038,-3.125138,-0.01909749,-0.01142427,-0.06316344,-0.04936088
555.94,7.874638,-3.125381,-0.01999515,-0.01212708,-0.06196351,-0.04863357
555.96,7.87422,-3.125637,-0.0208727,-0.01281936,-0.06071207,-0.04786405
555.98,7.873785,-3.125907,-0.02173479,-0.01349983,-0.0594077,-0.04705448
556.0001,7.873334,-3.126191,-0.02257527,-0.01416994,-0.05805327,-0.04620415
556.0201,7.872866,-3.126487,-0.02339749,-0.01482641,-0.05665019,-0.04531447
556.0401,7.872382,-3.126797,-0.02420076,-0.0154707,-0.05519848,-0.04438617
556.0601,7.871882,-3.127119,-0.02498167,-0.01610227,-0.05369955,-0.04341997
556.0801,7.871368,-3.127453,-0.02573957,-0.01671855,-0.05215626,-0.04241728
556.1002,7.870838,-3.1278,-0.02647788,-0.01732172,-0.0505672,-0.04137812
556.1202,7.870294,-3.128158,-0.02719188,-0.01790923,-0.04893521,-0.0403039
556.1402,7.869737,-3.128527,-0.02788099,-0.01848127,-0.04726315,-0.03919535
556.1602,7.869166,-3.128908,-0.02854866,-0.01903733,-0.04555104,-0.03805318
556.1802,7.868582,-3.129299,-0.02919031,-0.01957695,-0.04380029,-0.03687882
556.2003,7.867986,-3.129701,-0.02980672,-0.02009966,-0.04201233,-0.03567299
556.2203,7.867378,-3.130114,-0.03039736,-0.02060502,-0.0401886,-0.0344364
556.2403,7.866759,-3.130535,-0.03096039,-0.0210919,-0.03833196,-0.03317119
556.2603,7.866129,-3.130967,-0.03149938,-0.02156195,-0.0364424,-0.03187737
556.2803,7.865489,-3.131407,-0.03200984,-0.02201203,-0.03452136,-0.03055708
556.3004,7.864839,-3.131856,-0.0324913,-0.02244516,-0.03257169,-0.02921032
556.3204,7.86418,-3.132313,-0.03294742,-0.02285692,-0.03059483,-0.02783924
556.3404,7.863513,-3.132778,-0.03337242,-0.02324963,-0.02859221,-0.02644455
556.3604,7.862837,-3.13325,-0.03377134,-0.02362232,-0.02656526,-0.02502696
556.3804,7.862154,-3.13373,-0.03413843,-0.02397464,-0.02451685,-0.02358863
556.4005,7.861465,-3.134216,-0.03447745,-0.0243063,-0.02244839,-0.02213027
556.4205,7.860769,-3.134708,-0.03478812,-0.02461703,-0.02036133,-0.0206533
556.4405,7.860067,-3.135206,-0.03506749,-0.02490656,-0.01825709,-0.01915916
556.4605,7.859361,-3.13571,-0.03531532,-0.02517465,-0.01613853,-0.01764857
556.4805,7.858651,-3.136218,-0.03553545,-0.02542106,-0.0140071,-0.01612296
556.5005,7.857936,-3.136731,-0.03572368,-0.02564492,-0.01186421,-0.01458446
