t,x(t),z(t),v_x(t),v_z(t),a_x(t),a_z(t) (added)
236.6337,8.006974,-3.340604,0.4842899,0.2507833,-0.4571893,0.593101
236.6537,8.016551,-3.335465,0.4788795,0.2569318,-0.4855627,0.5779796
236.6737,8.02597,-3.330132,0.4711411,0.2662637,-0.5134237,0.5622716
236.6937,8.035223,-3.324619,0.4629669,0.2752273,-0.5407522,0.5460181
236.7137,8.044352,-3.319002,0.4564783,0.2807935,-0.5676665,0.5294417
236.7337,8.053297,-3.313207,0.4475203,0.2893698,-0.593995,0.5123208
236.7538,8.062055,-3.307249,0.438158,0.2975555,-0.6197245,0.494698
236.7738,8.070667,-3.301198,0.4306454,0.3024966,-0.6449819,0.4767858
236.7938,8.079073,-3.294986,0.4205396,0.3102486,-0.6695861,0.4583768
236.8138,8.087268,-3.288627,0.4100671,0.3175949,-0.6935279,0.4395144
236.8338,8.095299,-3.282189,0.401597,0.3218692,-0.7169454,0.4203998
236.8538,8.103102,-3.275607,0.3904291,0.3287397,-0.7396539,0.400841
236.8738,8.110674,-3.268897,0.378935,0.3351888,-0.7616478,0.3808818
236.8938,8.118065,-3.262121,0.3695724,0.3387622,-0.7830732,0.3607101
236.9138,8.125208,-3.255221,0.3574322,0.3446951,-0.8037392,0.3401516
236.9338,8.132101,-3.248211,0.3450033,0.3501994,-0.8236434,0.3192491
236.9538,8.138797,-3.24115,0.3348303,0.3530406,-0.8429402,0.2981779
236.9738,8.145227,-3.233984,0.3218139,0.3579925,-0.8614374,0.2767806
236.9938,8.151392,-3.226729,0.3085535,0.3625076,-0.8791357,0.2550997
237.0138,8.157344,-3.219436,0.2976466,0.364592,-0.8961917,0.2332955
237.0338,8.163014,-3.212061,0.2838579,0.3685242,-0.9124122,0.2112299
237.0538,8.168405,-3.204616,0.2698658,0.372016,-0.9278033,0.1889444
237.0738,8.17357,-3.197149,0.2583112,0.3733271,-0.9425265,0.1665834
237.0938,8.17844,-3.189621,0.2438531,0.3762079,-0.9563867,0.1440289
237.1138,8.183018,-3.182044,0.2292385,0.3786512,-0.969393,0.1213196
237.1338,8.187359,-3.17446,0.2171259,0.3791758,-0.9817085,0.09858337
237.1538,8.191395,-3.166837,0.20211,0.3809837,-0.9931417,0.0757235
237.1738,8.195127,-3.159186,0.1869767,0.3823586,-1.003701,0.05277769
237.1938,8.198614,-3.151544,0.1744013,0.3820938,-1.013552,0.02985383
237.2139,8.201786,-3.143885,0.1589392,0.3828174,-1.022503,0.006876725
237.2339,8.204647,-3.13622,0.1434046,0.3831128,-1.030568,-0.01611723
237.2539,8.207255,-3.128579,0.1304556,0.3820606,-1.037914,-0.03904016
237.2739,8.209542,-3.120943,0.1146607,0.3816943,-1.044348,-0.06194507
237.2939,8.211512,-3.113323,0.09883559,0.380911,-1.049884,-0.08479775
237.3139,8.213223,-3.105741,0.08561175,0.3790796,-1.054691,-0.1075311
237.3339,8.214608,-3.098187,0.06960167,0.3776274,-1.058582,-0.1301747
237.3539,8.215673,-3.090671,0.05359806,0.3757734,-1.061571,-0.1526988
237.3739,8.216476,-3.083208,0.04019652,0.3731786,-1.063824,-0.1750557
237.3939,8.216951,-3.075794,0.0240842,0.3706545,-1.065156,-0.1972536
237.4139,8.217105,-3.068439,0.008025574,0.3677446,-1.065587,-0.2192653
237.4339,8.216938,-3.06115,-0.008025567,0.3644635,-1.065119,-0.2410676
237.4539,8.216523,-3.053933,-0.02067528,0.3608623,-1.063955,-0.2626426
237.4739,8.215782,-3.046795,-0.03673698,0.3569431,-1.061876,-0.2839682
237.4939,8.214722,-3.039742,-0.05269927,0.3526652,-1.0589,-0.3050233
237.5139,8.213344,-3.032783,-0.0685963,0.3480319,-1.055031,-0.3257851
237.5339,8.211719,-3.025911,-0.08119165,0.3436361,-1.050466,-0.3462726
237.5539,8.209773,-3.019145,-0.09700149,0.3383814,-1.044997,-0.3664271
237.5739,8.207514,-3.012491,-0.11266,0.3327964,-1.038641,-0.3862314
237.5939,8.204944,-3.005955,-0.1281962,0.3268773,-1.031404,-0.405665
237.6139,8.202131,-2.999521,-0.1405783,0.3217574,-1.023477,-0.4247832
237.6339,8.199007,-2.993218,-0.1559333,0.3152436,-1.014662,-0.4434913
237.6539,8.19558,-2.987053,-0.171083,0.3084322,-1.004979,-0.4617767
237.674,8.191854,-2.98103,-0.1860566,0.3013105,-0.9944402,-0.479621
237.694,8.187891,-2.97512,-0.1980698,0.2955472,-0.9832169,-0.4971156
237.714,8.183631,-2.969366,-0.212768,0.2878666,-0.9711337,-0.5141307
237.734,8.179082,-2.963771,-0.2272107,0.2799256,-0.9582115,-0.5306576
237.754,8.174249,-2.958341,-0.2414326,0.2717036,-0.9444602,-0.5466822
237.774,8.169189,-2.953034,-0.2529171,0.265384,-0.9300422,-0.5623294
237.794,8.16385,-2.947906,-0.2667628,0.2566456,-0.9147993,-0.5774351
237.814,8.158239,-2.942957,-0.2803119,0.2476872,-0.8987552,-0.5919969
237.834,8.152364,-2.938193,-0.2935828,0.238478,-0.8819227,-0.6060014
237.854,8.146275,-2.933559,-0.3043953,0.2316972,-0.864446,-0.6196078
237.874,8.139927,-2.929124,-0.3172035,0.2220245,-0.8461934,-0.6326207
237.894,8.133329,-2.924887,-0.3296726,0.2121716,-0.8271863,-0.6450413
237.914,8.126521,-2.920799,-0.3403764,0.2044023,-0.8075341,-0.6570115
237.934,8.119472,-2.916923,-0.3522952,0.1941129,-0.7871462,-0.6683536
237.954,8.112192,-2.913256,-0.3638354,0.1836803,-0.7660524,-0.6790739
237.974,8.104715,-2.909745,-0.3737979,0.1755992,-0.7443444,-0.6893299
237.994,8.097018,-2.906456,-0.3847315,0.1647754,-0.7219533,-0.6989291
238.014,8.08911,-2.903386,-0.3952571,0.1538435,-0.6989045,-0.7078819
238.034,8.081022,-2.900476,-0.4043981,0.1455113,-0.6752853,-0.7163607
238.054,8.072735,-2.897799,-0.4142604,0.1342361,-0.6510381,-0.7241588
238.074,8.064259,-2.895348,-0.4236873,0.1228885,-0.6261922,-0.73129
238.094,8.055619,-2.893062,-0.4319344,0.1143687,-0.6008221,-0.7379411
238.114,8.046804,-2.891015,-0.4406438,0.1027275,-0.5748904,-0.7438921
238.134,8.037825,-2.889202,-0.4488957,0.09105074,-0.5484275,-0.7491598
238.1541,8.028701,-2.887554,-0.4561852,0.08240756,-0.5214949,-0.7539439
238.1741,8.019426,-2.886153,-0.4636741,0.07048951,-0.494073,-0.7580139
238.1941,8.010012,-2.88499,-0.4706836,0.05857313,-0.4661931,-0.7613892
238.2141,8.000472,-2.883993,-0.4769535,0.0498691,-0.4379012,-0.7642807
238.2341,7.990808,-2.883246,-0.4831581,0.03776344,-0.4092009,-0.7664474
238.2541,7.981031,-2.882741,-0.4888677,0.02569771,-0.3801234,-0.7679127
238.2741,7.971149,-2.882402,-0.4940688,0.01699745,-0.3506997,-0.7688958
238.2941,7.961171,-2.882314,-0.4989421,0.004796597,-0.3209517,-0.7691495
238.3141,7.951105,-2.88247,-0.5032991,-0.007328616,-0.2909126,-0.7686981
238.3341,7.940957,-2.88279,-0.5073897,-0.01596161,-0.2605975,-0.7677696
238.3541,7.93074,-2.883362,-0.5108888,-0.02816678,-0.2300487,-0.7661107
238.3741,7.920464,-2.884176,-0.5138615,-0.04025883,-0.1993003,-0.7637481
238.3941,7.910128,-2.885153,-0.5168056,-0.04876211,-0.1683495,-0.760916
238.4141,7.899751,-2.886379,-0.5189019,-0.06088014,-0.1372593,-0.7573564
238.4341,7.889343,-2.887845,-0.5204676,-0.07284804,-0.1060628,-0.7530993
238.4541,7.878899,-2.889469,-0.5222395,-0.08115941,-0.07474323,-0.748382
238.4741,7.868442,-2.89134,-0.5229174,-0.09309877,-0.04337833,-0.7429456
238.4941,7.857983,-2.893447,-0.5230618,-0.1048532,-0.01200297,-0.7368214
238.5141,7.84751,-2.895706,-0.5236479,-0.1129115,0.01941518,-0.7302501
238.5341,7.837054,-2.898206,-0.5229015,-0.1245834,0.05078115,-0.7229718
238.5541,7.826624,-2.900936,-0.521629,-0.1360345,0.08206148,-0.7150209
238.5741,7.816204,-2.903813,-0.5210224,-0.1437808,0.1133057,-0.706637
238.5941,7.80583,-2.906923,-0.5188608,-0.1550967,0.1444005,-0.6975642
238.6142,7.795509,-2.910256,-0.5161816,-0.166159,0.1753169,-0.6878373
238.6342,7.785222,-2.913727,-0.5143895,-0.1735353,0.2061177,-0.6776958
238.6542,7.775008,-2.917424,-0.5108311,-0.1844092,0.2366741,-0.6668871
238.6742,7.764877,-2.921333,-0.5067729,-0.1949999,0.2669608,-0.6554488
238.6942,7.754801,-2.925373,-0.5038105,-0.2019502,0.2970549,-0.643617
238.7142,7.744827,-2.929627,-0.4988881,-0.2123011,0.3268146,-0.6311446
238.7342,7.734962,-2.934083,-0.4934878,-0.2223382,0.356218,-0.6180716
238.7542,7.725174,-2.93866,-0.4893799,-0.2288097,0.385354,-0.604629
238.7742,7.715516,-2.943439,-0.483138,-0.2385578,0.4140719,-0.5905783
238.7942,7.705992,-2.948407,-0.4764403,-0.2479669,0.4423509,-0.5759597
238.8142,7.696568,-2.953485,-0.4712247,-0.2539086,0.4702944,-0.5609993
238.8342,7.687298,-2.958753,-0.4637154,-0.26298,0.4977391,-0.5454675
238.8542,7.678187,-2.964195,-0.455781,-0.2716884,0.5246707,-0.5294067
238.8742,7.669198,-2.969737,-0.4495018,-0.2770539,0.5512015,-0.5130341
238.8942,7.660387,-2.975452,-0.4407912,-0.2853783,0.5771627,-0.496133
238.9142,7.651759,-2.981326,-0.4316849,-0.2933201,0.6025411,-0.4787454
238.9342,7.643272,-2.987288,-0.4243956,-0.2980661,0.6274619,-0.4610806
238.9542,7.634986,-2.993406,-0.4145552,-0.3055803,0.6517483,-0.4429338
238.9742,7.626905,-2.999667,-0.4043553,-0.3126945,0.6753906,-0.4243485
238.9942,7.618983,-3.006003,-0.3961166,-0.3167819,0.6985242,-0.4055226
239.0142,7.611284,-3.012479,-0.385228,-0.3234268,0.7209655,-0.3862669
239.0342,7.60381,-3.019078,-0.3740168,-0.3296597,0.7427099,-0.3666244
239.0542,7.596513,-3.02574,-0.364897,-0.3330544,0.7638996,-0.3467813
239.0742,7.589458,-3.032521,-0.3530481,-0.3387793,0.7843485,-0.3265651
239.0943,7.582646,-3.039409,-0.3409156,-0.3440822,0.8040543,-0.3060173
239.1143,7.576027,-3.046345,-0.3309894,-0.3467559,0.8231669,-0.2853118
239.1343,7.569668,-3.05338,-0.3182739,-0.3515163,0.8414967,-0.2642934
239.1543,7.563568,-3.060503,-0.3053171,-0.3558486,0.8590454,-0.2430031
239.1743,7.557676,-3.067659,-0.294663,-0.3577785,0.875967,-0.2216
239.1943,7.552058,-3.074894,-0.2811812,-0.3615375,0.8920715,-0.1999471
239.2143,7.546715,-3.082196,-0.2674991,-0.3648664,0.9073625,-0.1780845
239.2343,7.541592,-3.089517,-0.2562013,-0.3660355,0.9220002,-0.1561553
239.2543,7.536757,-3.096897,-0.2420566,-0.368764,0.9357913,-0.1340427
239.2743,7.532209,-3.104322,-0.2277561,-0.3710637,0.9487463,-0.1117855
239.2943,7.527892,-3.111752,-0.2158999,-0.3714629,0.9610246,-0.08950929
239.3143,7.523874,-3.119218,-0.2012003,-0.3731413,0.9724351,-0.06711803
239.3343,7.520153,-3.126709,-0.1863847,-0.3743946,0.9829879,-0.04464864
239.3543,7.516673,-3.13419,-0.1740632,-0.3740189,0.9928468,-0.02220822
239.3743,7.513501,-3.141685,-0.1589182,-0.3746343,1.001821,0.0002777815
239.3943,7.510633,-3.149184,-0.1436985,-0.3748337,1.009925,0.02277522
239.4143,7.508014,-3.156658,-0.1310036,-0.3736862,1.017321,0.04519485
239.4343,7.50571,-3.164125,-0.1155247,-0.3732359,1.023821,0.06759121
239.4543,7.503716,-3.171574,-0.1000137,-0.3723795,1.029441,0.08993163
239.4743,7.501976,-3.178984,-0.08703844,-0.3704706,1.034342,0.112147
239.4943,7.500556,-3.186364,-0.07133974,-0.3689591,1.038341,0.1342697
239.5143,7.49945,-3.193706,-0.05564893,-0.3670552,1.041454,0.1562701
239.5343,7.498601,-3.200994,-0.0424889,-0.3644017,1.043842,0.1781
239.5544,7.498073,-3.208232,-0.02668552,-0.361843,1.045326,0.1997692
239.5744,7.497861,-3.21541,-0.01092692,-0.3589078,1.045922,0.221251
239.5944,7.497964,-3.222522,0.004819945,-0.3556114,1.045632,0.2425232
239.6144,7.498311,-3.229561,0.0172582,-0.3519668,1.044659,0.2635651
239.6344,7.498977,-3.236522,0.03302352,-0.3480476,1.042785,0.2843597
239.6544,7.499957,-3.243397,0.04869257,-0.3437762,1.040027,0.3048843
239.6744,7.501249,-3.250179,0.06429593,-0.3391615,1.036391,0.325118
239.6944,7.502784,-3.256873,0.07669489,-0.3347435,1.032068,0.3450759
239.7144,7.504634,-3.263462,0.09222019,-0.3295213,1.026855,0.3647046
239.7344,7.506792,-3.26994,0.1075984,-0.3239771,1.020771,0.3839855
239.7544,7.509254,-3.2763,0.1228616,-0.3181085,1.01382,0.4029001
239.7744,7.511957,-3.282559,0.135059,-0.312989,1.006186,0.4215003
239.7944,7.514965,-3.288687,0.1501445,-0.3065387,0.9976807,0.4396948
239.8144,7.51827,-3.294681,0.1650328,-0.2998011,0.988322,0.457472
239.8344,7.521871,-3.300533,0.1797548,-0.2927633,0.9781169,0.4748147
239.8544,7.525704,-3.306273,0.1915968,-0.28702,0.9672396,0.4918096
239.8744,7.52983,-3.311858,0.2060452,-0.279435,0.9555156,0.5083314
239.8944,7.534239,-3.317286,0.22025,-0.2715989,0.9429659,0.5243726
239.9144,7.538929,-3.322551,0.2342341,-0.2634903,0.929601,0.5399185
239.9344,7.543841,-3.327695,0.2455706,-0.2572107,0.915578,0.5550902
239.9544,7.549029,-3.332663,0.2591909,-0.2485999,0.9007443,0.5697298
239.9744,7.554484,-3.337454,0.2725232,-0.239774,0.885121,0.5838333
239.9944,7.5602,-3.342063,0.285583,-0.2307092,0.8687224,0.59739
240.0145,7.566126,-3.346542,0.2962671,-0.223986,0.8516906,0.6105524
240.0345,7.572307,-3.350826,0.3088784,-0.2144678,0.8338937,0.6231309
240.0545,7.578734,-3.354916,0.321154,-0.204777,0.815356,0.6351275
240.0745,7.585369,-3.358858,0.3317284,-0.1971042,0.7961819,0.6466791
240.0945,7.592242,-3.362592,0.3434693,-0.1869897,0.7762847,0.6576136
240.1145,7.599342,-3.36612,0.3548435,-0.1767381,0.7556904,0.6679371
240.1345,7.606637,-3.369495,0.3646923,-0.1687674,0.7344922,0.6778029
240.1545,7.614149,-3.372651,0.3754708,-0.1581373,0.7126213,0.6870239
240.1745,7.621868,-3.375592,0.3858528,-0.147403,0.6901046,0.6956099
240.1945,7.629767,-3.378376,0.3949009,-0.139196,0.6670223,0.7037295
240.2145,7.637862,-3.380931,0.4046309,-0.1281293,0.6433243,0.7111807
240.2345,7.646142,-3.383264,0.4139394,-0.1169966,0.6190381,0.7179767
240.2545,7.654585,-3.385435,0.4221149,-0.1086139,0.5942328,0.7243003
240.2745,7.663201,-3.387372,0.4307206,-0.09719855,0.5688753,0.729937
240.2945,7.67198,-3.389079,0.438879,-0.08575071,0.5429944,0.7349033
240.3145,7.680903,-3.390623,0.4461167,-0.07725538,0.5166475,0.7393939
240.3345,7.689975,-3.391927,0.4535286,-0.06557674,0.4898178,0.7431844
240.3545,7.699185,-3.392997,0.4604691,-0.05390155,0.4625378,0.7462933
240.3745,7.708519,-3.393903,0.4667117,-0.04535713,0.4348492,0.7489269
240.3945,7.717978,-3.394566,0.472868,-0.03350142,0.4067557,0.7508501
240.4145,7.727548,-3.394991,0.4785352,-0.02168869,0.3782908,0.7520848
240.4345,7.737223,-3.395253,0.4837311,-0.01315668,0.3494802,0.7528464
240.4545,7.746995,-3.395269,0.4885816,-0.001217241,0.3203481,0.7528934
240.4745,7.756853,-3.395047,0.4929301,0.0106464,0.2909276,0.7522496
240.4946,7.766794,-3.394665,0.497035,0.01910287,0.261231,0.7511375
240.5146,7.776804,-3.394035,0.5005398,0.03103834,0.2313018,0.7493099
240.5346,7.786874,-3.393169,0.503534,0.04286138,0.2011724,0.7467934
240.5546,7.797004,-3.392145,0.5065138,0.05118047,0.1708398,0.7438164
240.5746,7.807176,-3.390876,0.5086455,0.06302307,0.1403653,0.7401273
240.5946,7.817379,-3.389372,0.5102599,0.07471571,0.109782,0.7357555
240.6146,7.827621,-3.387714,0.5120892,0.08283843,0.07907137,0.7309332
240.6346,7.837876,-3.385816,0.5128297,0.09449792,0.04831386,0.725408
240.6546,7.848135,-3.383687,0.5130535,0.1059728,0.01753982,0.71921
240.6746,7.858409,-3.38141,0.5137178,0.1138374,-0.01328327,0.7125745
240.6946,7.868669,-3.378896,0.513063,0.1252268,-0.04405918,0.7052486
240.7146,7.878903,-3.376159,0.5118948,0.1363982,-0.07475752,0.697265
240.7346,7.889131,-3.37328,0.5113887,0.1439468,-0.1054266,0.6888598
240.7546,7.899315,-3.370172,0.5093455,0.1549804,-0.1359546,0.6797808
240.7746,7.909448,-3.366847,0.5067985,0.1657626,-0.1663128,0.6700637
240.7946,7.91955,-3.363388,0.5051258,0.1729401,-0.196564,0.6599428
240.8146,7.929581,-3.359709,0.501713,0.1835319,-0.2265826,0.6491716
240.8346,7.939533,-3.355823,0.4978096,0.1938456,-0.2563418,0.6377857
240.8546,7.949433,-3.35181,0.494987,0.2005967,-0.285919,0.6260173
240.8746,7.959234,-3.347588,0.4902347,0.2106692,-0.3151737,0.6136256
240.8946,7.96893,-3.343171,0.4850127,0.2204335,-0.3440855,0.6006483
240.9146,7.97855,-3.338636,0.4810626,0.2267071,-0.3727407,0.5873127
240.9346,7.988047,-3.333905,0.4750136,0.2361829,-0.4009913,0.573386
240.9547,7.997412,-3.32899,0.4685177,0.2453251,-0.4288179,0.5589066
240.9747,8.006681,-3.323968,0.4634747,0.2510716,-0.4563212,0.5440972
240.9947,8.0158,-3.318763,0.4561795,0.2598776,-0.4833406,0.5287334
241.0147,8.024765,-3.313388,0.4484671,0.2683288,-0.5098631,0.5128549
241.0347,8.033612,-3.307917,0.442375,0.273502,-0.5359985,0.4966767
241.0547,8.042285,-3.302279,0.4338963,0.281572,-0.5615774,0.4799858
241.0747,8.05078,-3.296486,0.4250329,0.2892669,-0.5865924,0.4628232
241.0947,8.059138,-3.290609,0.4179424,0.2938264,-0.6111616,0.4453953
241.1147,8.0673,-3.28458,0.4083523,0.3010969,-0.6351122,0.4275011
241.1347,8.075262,-3.278413,0.3984103,0.3079761,-0.6584371,0.4091825
241.1547,8.083069,-3.272175,0.3903813,0.3118849,-0.681266,0.3906349
241.1747,8.090658,-3.265803,0.3797582,0.3182997,-0.7034194,0.3716725
241.1947,8.098028,-3.25931,0.368819,0.3243116,-0.7248937,0.352337
241.2147,8.105226,-3.252759,0.3599181,0.3275366,-0.7458271,0.3328118
241.2347,8.112186,-3.246092,0.3483476,0.3330467,-0.7660359,0.3129273
241.2547,8.11891,-3.239323,0.336499,0.3381446,-0.78552,0.292725
241.2747,8.125445,-3.23251,0.326799,0.3406587,-0.8044256,0.2723753
241.2947,8.131727,-3.2256,0.3143726,0.345222,-0.822565,0.251725
241.3147,8.137754,-3.218607,0.3017081,0.3493669,-0.8399386,0.2308153
241.3347,8.143579,-3.211584,0.2912871,0.3511483,-0.8567005,0.2098022
241.3547,8.149136,-3.204484,0.2781043,0.3547288,-0.8726615,0.1885511
241.3747,8.154424,-3.197322,0.264722,0.3578895,-0.8878275,0.1671019
241.3947,8.159496,-3.190143,0.2536596,0.358923,-0.9023522,0.1455949
241.4147,8.164287,-3.182909,0.2398188,0.3614938,-0.9160472,0.1239145
241.4348,8.168797,-3.175632,0.2258236,0.3636459,-0.9289214,0.1020997
241.4548,8.173079,-3.168354,0.214206,0.3639226,-0.9411303,0.08027384
241.4748,8.17707,-3.161041,0.1998145,0.3654648,-0.952489,0.05834143
241.4948,8.180769,-3.153706,0.1853089,0.3665923,-0.9630061,0.03633866
241.5148,8.184233,-3.146384,0.1732251,0.3661087,-0.9728417,0.01437256
241.5348,8.187394,-3.139048,0.1583904,0.3666123,-0.9818085,-0.007632939
241.5548,8.190257,-3.131712,0.1434819,0.366706,-0.9899203,-0.02964231
241.5748,8.192877,-3.124402,0.1310233,0.3654683,-0.997336,-0.05156857
241.5948,8.195188,-3.117102,0.1158548,0.3649284,-1.003871,-0.07346561
241.6148,8.197194,-3.10982,0.1006557,0.363992,-1.009542,-0.09530226
241.6348,8.198952,-3.10258,0.08791257,0.3620082,-1.014506,-0.1170088
241.6548,8.200396,-3.09537,0.07252108,0.3604319,-1.018581,-0.1386191
241.6748,8.201532,-3.088199,0.05714211,0.3584716,-1.021788,-0.1601037
241.6948,8.20236,-3.081076,0.0417206,0.3561506,-1.024123,-0.1814402
241.7148,8.20295,-3.074014,0.02956601,0.3530673,-1.025787,-0.2025804
241.7348,8.203226,-3.067011,0.01405783,0.3501315,-1.026564,-0.2235365
241.7548,8.203192,-3.060075,-0.001396526,0.3468349,-1.026467,-0.2442835
241.7748,8.202848,-3.053211,-0.01683197,0.3431903,-1.025499,-0.2647993
241.7948,8.202266,-3.046425,-0.02907419,0.3393092,-1.023856,-0.2850719
241.8148,8.20137,-3.039725,-0.04450393,0.3350582,-1.021331,-0.3050759
241.8348,8.200168,-3.033116,-0.0598269,0.3304743,-1.017938,-0.3247918
241.8548,8.19866,-3.026606,-0.07508085,0.3255586,-1.013682,-0.3441993
241.8748,8.196914,-3.020188,-0.08725451,0.3209408,-1.00875,-0.3633204
241.8949,8.19486,-3.013881,-0.1024049,0.3154384,-1.002946,-0.3820951
241.9149,8.192507,-3.00769,-0.1174043,0.3096314,-0.9962889,-0.4005088
241.9349,8.189856,-3.001622,-0.1322772,0.303514,-0.9887832,-0.4185416
241.9549,8.18697,-2.995658,-0.1442252,0.2982331,-0.9806054,-0.4362519
241.9749,8.183787,-2.989829,-0.1589006,0.2915578,-0.9715776,-0.4535443
241.9949,8.180315,-2.98414,-0.1733789,0.2846114,-0.9617162,-0.4704082
242.0149,8.176557,-2.978596,-0.1876821,0.2773806,-0.9510292,-0.4868277
242.0349,8.17257,-2.973166,-0.1992479,0.2715161,-0.9396795,-0.5028937
242.0549,8.168301,-2.967894,-0.213257,0.2637636,-0.9275067,-0.5184786
242.0749,8.163755,-2.962783,-0.2270211,0.2557752,-0.9145296,-0.5335754
242.0949,8.158939,-2.957837,-0.2405624,0.2475317,-0.9007586,-0.5481709
242.1149,8.153907,-2.953014,-0.2516017,0.2411728,-0.8863462,-0.5623898
242.1349,8.148607,-2.948369,-0.2647623,0.2324517,-0.8711448,-0.5760713
242.1549,8.143051,-2.943903,-0.2776257,0.2235338,-0.8551814,-0.5892136
242.1749,8.137243,-2.93962,-0.2902226,0.2143927,-0.8384663,-0.601806
242.1949,8.13123,-2.935468,-0.3005918,0.2076319,-0.8211313,-0.6140038
242.2149,8.124972,-2.931512,-0.3127219,0.1980636,-0.8030584,-0.625616
242.2349,8.118479,-2.927751,-0.3245153,0.1883412,-0.7842717,-0.6366466
242.2549,8.111755,-2.924189,-0.3359949,0.1784278,-0.7647854,-0.6470865
242.2749,8.104843,-2.920762,-0.345557,0.1713609,-0.7447158,-0.6571203
242.2949,8.097711,-2.917546,-0.3564911,0.161078,-0.7239692,-0.6665301
242.3149,8.090367,-2.914539,-0.3670539,0.150683,-0.7025711,-0.6753231
242.3349,8.082841,-2.911686,-0.3762674,0.1426653,-0.6806001,-0.6836587
242.3549,8.075114,-2.909054,-0.3862053,0.1319356,-0.6580044,-0.6913456
242.375,8.067198,-2.906639,-0.395742,0.1211306,-0.634813,-0.6983948
242.395,8.059114,-2.904381,-0.4041266,0.1129305,-0.6110916,-0.7049804
242.415,8.050853,-2.902351,-0.4129891,0.1018385,-0.5868056,-0.7108982
242.435,8.042422,-2.900544,-0.4214259,0.09070647,-0.5619822,-0.7161628
242.455,8.033844,-2.898897,-0.4289121,0.08238371,-0.5366825,-0.72096
242.475,8.02511,-2.897484,-0.436628,0.07101322,-0.5108837,-0.7250736
242.495,8.016232,-2.896299,-0.4438968,0.05963898,-0.4846169,-0.7285225
242.515,8.007222,-2.895275,-0.4504241,0.05125602,-0.4579245,-0.7315029
242.535,7.998083,-2.894489,-0.4569286,0.0396939,-0.4308099,-0.7337904
242.555,7.988823,-2.893934,-0.46297,0.02816244,-0.4033006,-0.7354048
242.575,7.979454,-2.893539,-0.468488,0.01978181,-0.3754289,-0.7365531
242.595,7.969979,-2.893384,-0.473732,0.008115295,-0.3472117,-0.7370024
242.615,7.960409,-2.893463,-0.4784925,-0.00348525,-0.3186802,-0.736775
242.635,7.95075,-2.8937,-0.4829557,-0.01180287,-0.2898519,-0.7360858
242.655,7.941012,-2.894177,-0.4868937,-0.02348593,-0.2607628,-0.7346961
242.675,7.931207,-2.894887,-0.4903382,-0.03506797,-0.231445,-0.7326308
242.695,7.921332,-2.895754,-0.4937082,-0.04326157,-0.2018995,-0.7301106
242.715,7.911407,-2.896859,-0.4963093,-0.0548733,-0.1721814,-0.7268926
242.735,7.901441,-2.898195,-0.4984075,-0.06634871,-0.1423235,-0.7230038
242.755,7.891428,-2.899683,-0.5006576,-0.0743589,-0.1123114,-0.7186706
242.775,7.881391,-2.901408,-0.5019008,-0.08581269,-0.08221795,-0.7136461
242.795,7.87134,-2.903359,-0.502639,-0.09709428,-0.05207331,-0.7079605
242.815,7.861265,-2.905457,-0.5037479,-0.104862,-0.02185045,-0.7018424
